Brand & Model + Spec,Unit Price,Seller
"DELL 3520 - VOSTRO, Dell Vostro 3520 i3 Laptop
Core i3 12th 8GB 512GB 15.6  W11   MSO 1 Yr Warranty",Rs. 29990,""""
"ASUS TUF Gaming F15., TUF Gaming A15, AMD Ryzen 7 7435HS Gaming Laptop,16GB RAM/512GB SSD,Windows 11.",Rs. 63490,Mashiva Tech.9990666322
"HP 15-fa1319X., 13th Gen Intel Core i5-13420H, 6GB RTX 4050 Gaming Laptop ,16GB DDR4, 512GB SSD,Win 11,",Rs. 75499,""""
"Dell  Inspiron 3530, 13th Gen Intel Core i3-1305U",Rs. 36490,""""
"ASUS FA506NFR-HN045W, TUF Gaming A15",Rs. 54999,""""
"Lenovo  83EM00GTIN, IdeaPad Slim 3 13th Gen",Rs. 63990,""""
"Acer Aspire Lite, AMD Ryzen 5-5625U",Rs. 31990,""""
"HP fy5006tu, 12th Gen Intel Core i3-1215U",Rs. 30999,""""
"Dell Inspiron 3530, 13th Gen Intel Core i7-1355U",Rs. 67999,""""
"HP  fc0154AU, AMD Ryzen 3 7320U",Rs. 29999,""""
"Lenovo 83EQ0072IN, IdeaPad Slim 3",Rs. 49490,""""
"Dell Inspiron 3530, 13th Gen Intel Core i3-1305U",Rs. 38990,""""
"HP  Victus, Victus, 13th Gen",Rs. 69990,""""
"Dell Inspiron 3530, Inspiron 3530 Thin",Rs. 56999,""""
"Dell 3440, Latitude 3440 Intel Core I3 7Th Gen",Rs. 27990,""""
"Dell  Inspiron 3530, Inspiron 3530 Thin",Rs. 66990,""""
"Dell  Inspiron, Inspiron 3530 Laptop",Rs. 52999,""""
"Dell  Inspiron, Inspiron 3530 Thin",Rs. 36990,""""
"Dell  15, 15 Thin",Rs. 46990,""""
"DELL  14, 14 (2025) Intel Core i3 12th Gen 1215U",Rs. 32990,""""
"Dell  15, 15 3520 Thin",Rs. 30990,""""
"HP 15, 13th Gen Intel Core i3-1315U",Rs. 33990,""""
"HP  fd0467tu, 13th Gen Intel Core i5-1334U",Rs. 56490,""""
"HP HP Laptop., 12th Gen Intel Core i5,12450H, RTX 3050 Gaming Laptop ,16GB DDR4, 512GB SSD,Win 11, MS Office 21.",Rs. 64499,""""
"Acer Nitro V., AMD Ryzen 7-7735HS octa-core processor, NVIDIA GeForce RTX 4050- 6 GB GDDR6,16GB DDR5, 512GB.",Rs. 76499,""""
"Lenovo IdeaPad Slim 3., Smartchoice IdeaPad Slim 3 13th Gen Core i7,16GB RAM,512GB SSD,Windows 11,Office Home 2024.",Rs. 66499,""""
"Lenovo LOQ., AMD Ryzen 7 7435HS, NVIDIA RTX 4060-8GB, 24GB RAM, 512GB SSD,Windows 11, MS Office Home 2024.",Rs. 91130,""""
"Lenovo LOQ., AMD Ryzen 5 7235HS, NVIDIA RTX 3050-6GB, 12GB RAM, 512GB SSD,Windows 11,MS Office 21.",Rs. 61490,""""
"Acer Nitro V., AMD Ryzen 7-7735HS octa-core processor, NVIDIA GeForce RTX 4050- 6 GB GDDR6,16GB DDR5, 512GB,Win 11 Home.",Rs. 76499,""""
"Dell Inspiron., 13th Gen Intel Core i5-1334U Processor,16GB, 1TB SSD,FHD Display, Backlit KB, Windows 11   MSO'24.",Rs. 56499,""""
"Dell Inspiron., i7-13620H Processor, 16GB DDR5   512GB SSD,FHD  250nits Display, Backlit KB   FPR, Win 11   MSO'21.",Rs. 77499,""""
"Dell G Series., Gaming Laptop, R7-6800H, 16GB DDR5, 512GB SSD, AMD, NVIDIA RTX 3060, Win 11  MSO'21.",Rs. 78490,""""
"HP  255, 7000 Series AMD Ryzen 5",Rs. 28990,""""
"HP eq2144AU, AMD Ryzen 5 5500U",Rs. 34990,""""
"HP  fd0006TU, 15, 13th Gen",Rs. 33990,""""
"HP  fd0467tu, 13th Gen Intel Core i5-1334U",Rs. 53990,""""
"HP fq5329TU, 15s Core i5 12th Gen",Rs. 40499,""""
"HP  fy5011TU, i3-1215U Laptop",Rs. 30990,""""
"HP fa1379TX/fa1412tx, Victus, 12th Gen",Rs. 57999,""""
"HP fc0154AU, AMD Ryzen 3 7320U",Rs. 28999,""""
"HP    fy5009tu, 12th Gen",Rs. 46999,""""
"HP fd0006TU, 13th Gen",Rs. 33999,""""
"HP HP Laptop., 13th Gen Intel Core i5,16GB DDR4, 512GB SSD,Gaming Laptop,Win 11.",Rs. 67999,""""
"HP HP Laptop., Intel Core Ultra 5-125H AI Powered Laptop,16GB RAM, 512GB SSD,FHD, Windows 11, Silver, 1.4Kg, Intel Arc Graphics, FHD Camera.",Rs. 61499,""""
"DELL 3440, Dell lattitude 3440 i5-12 gen / 8GB / 512 / 14 INCH / dos- 1YEAR ADP",Rs. 44900,AVS Infomedia6397301845
"LENOVO V-14, CORE I3-12TH // 8GB // 512GB // 15.6 // DOS // ONE YEAR",Rs. 26990,""""
"HP FY-5007 TU, HP Intel FR5007TU Core i5 12th Gen Thin and Light Laptop (8GB, 512GB, Windows 11 Home, 15.6 inch Full HD IPS Display, MS Office Home and Student 2021, Silver, 1.69 KG)",Rs. 42000,""""
"ASUS Zenbook, (1Year)*/Office Home",Rs. 120999,Mashiva Tech.9990666322
"ASUS Vivobook, Intel Core Ultra 7",Rs. 107999,Mashiva Tech.9990666322
"ASUS  Vivobook S, S5504VA-MA943WS",Rs. 85999,""""
"ASUS Vivobook, Windows 11/Office 2021",Rs. 37999,""""
"ASUS   Vivobook, X1502VA-BQ835WS",Rs. 50999,""""
"ASUS Vivobook, K3605ZF-RP458WS",Rs. 55999,""""
"ASUS Vivobook, E1404FA-NK325WS",Rs. 27990,""""
"ASUS  Vivobook, X1504ZA-NJ320WS",Rs. 31999,""""
"ASUS Gaming A15, FA506NCR-HN054W",Rs. 62990,""""
"ASUS   Vivobook, X1607CA-MB139WS",Rs. 68990,""""
"Dell  Inspiron, FHD WVA AG 120Hz",Rs. 33999,""""
"Dell  7440, 16GB DDR5   512GB SSD",Rs. 77499,""""
"Dell   Inspiron, 13th Gen i3-1305U Processor",Rs. 34499,""""
"DELL Latitude, Business Laptop",Rs. 33499,""""
"Dell G15-5525, Win 11  MSO'21",Rs. 78999,""""
"Dell  5630, 13th Gen Laptop",Rs. 61890,""""
"Dell   3440, 1215U - (8GB/512 GB SSD",Rs. 28999,""""
"Dell 3530, 13th Gen i3
1305U/8GB/512GB SSD",Rs. 34990,""""
"Dell 3520, 12Th Gen (8GB RAM /512GB SSD",Rs. 29999,""""
"Dell  3530, 13th Gen",Rs. 51999,""""
"DELL 3440-LATITUTE, Dell lattitude 3440 i5-12 gen // 8GB // 512 // 14 INCH // dos- 1YEAR ADP",Rs. 45000,AVS Infomedia6397301845
"DELL 3440-LATITUTE, Dell me lattitude 3440 i3 12 gen // 8GB // 512 // 14 INCH // dos- 1YEAR ADP",Rs. 26500,""""
"LENOVO V15, CORE I5-12TH // 8GB // 512GB // 15.6 // DOS // ONE YEAR ADP",Rs. 37400,""""
"LENOVO  V15, CORE I3-12TH // 8GB // 512GB // 15.6 // DOS // ONE YEAR ADP",Rs. 27400,""""
"HP  250 G10, I5-13TH // 16GB // 512GB // 15.6 LED // DOS",Rs. 49000,""""
"HP 250 RG9, I5-12TH // 16GB // 512GB // 15.6 // DOS",Rs. 48000,""""
"HP FY-5007TU, HP Intel FR5007TU Core i5 12th Gen Thin and Light Laptop (8GB, 512GB, Windows 11 Home, 15.6 inch Full HD IPS Display, MS Office Home and Student 2021, Silver, 1.69 KG)",Rs. 42000,""""
"HP HP Victus., 13th Gen Intel Core i7,RTX 4060-8GB Gaming Laptop,16GB DDR4, 1TB SSD,,Win11, Office21",Rs. 90280,Mashiva Tech.9990666322
"HP 15-fa0187TX., Gaming Laptop, 12th Gen Intel Core i7,15.6-inch,FHD, IPS, 144Hz, 16GB DDR4, 1TB SSD, Backlit KB, B",Rs. 72990,""""
"HP HP Laptop., 12th Gen, i7,16GB DDR4, 512GB SSD,Win11, Office21, Blue,2.3kg,Free Gaming Laptop, Enhanced Cooling, fa1382TX.",Rs. 69490,""""
"Lenovo LOQ., AMD Ryzen 5 7235HS, NVIDIA RTX 3050-6GB, 12GB RAM, 512GB SSD,Windows 11, MS Office 21, 3 Mon. Game Pass Gaming Laptop.",Rs. 59499,""""
"Lenovo LOQ., AMD Ryzen 7 7435HS, NVIDIA RTX 4050-6GB, 24GB RAM, 512GB SSD,  Windows 11, MS Office Home 2024, 3 Mon. Game Pass Gaming Laptop.",Rs. 80490,""""
"Lenovo LOQ., 12th Gen,i5,144Hz 300Nits FHD IPS Gaming Laptop,16GB,512GB SSD,NVIDIA RTX 3050 6GB Graphics,Win 11.",Rs. 66990,""""
"HP 14-ew1082TU., AI-enhanced Laptop, Intel EVO Core Ultra 5 125H,14-inch ,35.6 cm,16GB, 512GB SSD, Intel Arc Graphics,Win 11, MSO.",Rs. 85499,""""
"Lenovo IdeaPad Slim 5., WUXGA-IPS 300Nits Thin",Rs. 86990,""""
"Dell	 Vostro, Brand Dell Model Name Vostro Screen Size 15.6 Inches Colour i5-1335U Black Hard Disk Size 512 GB CPU Model Core i5 RAM Memory Installed Size 16 GB Operating System Windows 11 Home Special Feature Thin Graphics Card Description Integrated",Rs. 54990,""""
"HP HP 255 G10, HP 255 G10 AMD Ryzen 5 Quad Core 7520U 2.8Ghz Upto 4.3Ghz - (8 GB/512 GB SSD) 255 G10 Thin and Light Laptop",Rs. 29961,""""
"LENOVO LAPTOP, LENOVO IDEA PAD 3 82S9017TIN I5 12TH 16GB 512GB 4GB 3050 GFX WIN11 MSO",Rs. 60000,K.R.P. IT Solutions8860205927
"LENOVO LAPTOP, LENOVO IDEAPAD 3 83EQ0074IN I5 12TH 16GB 512GB WIN 11 MSO 14INCH 1YEAR",Rs. 50000,""""
"LENOVO LAPTOP, LENOVO IDEAPAD 3 82RK011GIN I7-12TH 16GB 512GB WIN11 MSO 1YEAR",Rs. 58000,""""
"Lenovo V15, i5 12th Gen (1235U), 16GB DDR4",Rs. 40690,Mashiva Tech.9990666322
"Lenovo LOQ, AMD Ryzen 5 7235HS",Rs. 63490,""""
"HP 15, AMD Ryzen 3 7320U",Rs. 28990,""""
"Lenovo V14 G3, 12th Gen Core i7-1255U",Rs. 42990,""""
"Lenovo IdeaPad, Slim 5 12th Gen",Rs. 55190,""""
"Lenovo 83EM00H0IN, (16GB RAM/512GB SSD/",Rs. 55890,""""
"Lenovo V15, 15.6''12th Gen i5",Rs. 39999,""""
"Lenovo 82RK00VTIN, Slim 3 Core i3 12th Gen",Rs. 33999,""""
"Lenovo WUXGA, Slim 5 13th Gen",Rs. 63999,""""
"Lenovo 83EQ0073IN, 12th Gen, 16GB RAM, 512GB",Rs. 47999,""""
"HP HP Pavilion Laptop., 12th Gen Intel Core i7,16GB DDR4, 1TB SSD,Win11, Office21 ,BrightView,14-inch (35.6cm) FHD Laptop, Intel Iris Xe graphics, HD camera,dv2015TU.",Rs. 73490,""""
"ASUS  Vivobook 16X, Intel Core i9-13900H 13th Gen Laptop (16GB/1TB SSD/NVIDIA Geforce RTX 3050 4GB/Win11",Rs. 57890,""""
"DELL 16-n0123AX, HP OMEN Gaming Laptop, AMD Ryzen 7 6800H, 8GB RTX 3070Ti GPU, 16.1-inch (40.9 cm), QHD, IPS, 165Hz, 16GB DDR5, 1TB SSD, 300 nits",Rs. 1029990,""""
"Lenovo Yoga Slim 7 Pro, Intel Evo Core i5-11320H Laptop(16GB/512GB SSD/Win11/Office 2021",Rs. 155500,""""
"HP HP Pavilion Laptop., 12th Gen Intel Core i7-1255U, 16GB DDR4, 1TB SSD,(Win11, Office21, Silver,1.41 kg) FHD Laptop, Intel Iris Xe graphics, HD camera,dv2015TU.",Rs. 71490,""""
"Dell Inspiron., 13th Generation Intel Core i7-1355U Processor, 16GB, 512GB,",Rs. 65490,""""
"DELL 5330 INSPIRON, Dell New Inspiron 13 Laptop with AI Enabled Intel Core Ultra 7 125H Processor 16GB LPDDR5X, 512GB SSD 13.3  QHD  AG 300 nits Display Backlit KB   FPR Windows 11   MSOFFICE Silver 1.24kg",Rs. 96000,AVS Infomedia6397301845
"DELL 5330 INSPIRON, Dell New Inspiron 13 Laptop with AI Enabled Intel Core Ultra 5 125H Processor 16GB LPDDR5X, 512GB SSD 13.3  QHD  AG 300 nits Display Backlit KB   FPR Windows 11   MSOFFICE Silver 1.24kg",Rs. 83000,""""
"HP 250 G10, HP 250 G10 
13th Gen.Corei5 16GB  512GB  Backlit kb  15.6  DOS SILVER 1year",Rs. 46500,""""
"DELL 3440-LATITUTE, Dell me lattitude 3440 i3 12 gen / 8GB / 512 / / 14 INCH / dos- 1YEAR ADP",Rs. 26500,""""
"Lenovo Legion 5, ntel Core i5 10th Gen Gaming Laptop (8GB/512GB SSD/4GB NVIDIA RTX 3050/120Hz/Windows 11",Rs. 71990,Mashiva Tech.9990666322
"Dell Vostro 3425, Laptop, AMD R3-5425U, 8GB DDR4, 256GB SSD, Win 11 MSO21",Rs. 36990,""""
"Asus  Vivobook S 15, Intel Core i5-12500H 12th Gen, Laptop (8GB/512GB SSD/Win11/Office 2021",Rs. 59990,""""
"Asus  X543MA-GQ1015T, ASUS Asus X543MA-GQ1015T Laptop (15.6 Inch Celeron Dual Core 4 GB Windows 10 1 TB HDD)",Rs. 25990,""""
"DELL Inspiron 5430, Laptop, Intel Core i7-1360P Processor/ 16GB/ 1TB SSD Win 11 MSO21",Rs. 84990,""""
"Lenovo ThinkPad E14, Intel Core i7 12th Gen Laptop (16GB RAM/1TB SSD/Windows 11 Home/MS Office H",Rs. 99990,""""
"ASUS G713RC-HX021W, ROG Strix G17 (2022), 17.3-inch (43.94 cms) FHD 144Hz, AMD Ryzen 7-6800H, RTX 3050 4GB Graphics, Gaming Laptop (16GB/512GB SSD/Windows 11/Green/2.5 Kg)",Rs. 90990,""""
"Lenovo  ThinkBook 15, Intel 12th Gen Core i5 Laptop (8GB/512GB SSD/Windows 11 Home/MS Office",Rs. 58990,""""
"Dell Inspiron 3520, Laptop,12th Gen Intel Core i5 Windows 11 MSO21, 8GB, 1TB HDD 256GB SSD,",Rs. 60490,""""
"Asus TUF Gaming F15, Gaming Laptop, Intel Core i5-11260H 11th Gen, 15.6-inch (39.62 cm) FHD 144Hz",Rs. 50890,""""
"Dell XPS 13, 7390 10th Generation Intel Core i5-1021U 13.3 inches 8GB RAM, 512GB SSD, Full HD Windows 10 Laptop, 1.32kg",Rs. 121039,""""
"Lenovo IdeaPad Slim 3, Intel Core i5 12th Gen Laptop (16GB/512GB SSD/Windows 11/Office 2021",Rs. 55490,""""
"ASUS G713RC-HX021W, ROG Strix G17 (2022), 17.3-inch (43.94 cms) FHD 144Hz, AMD Ryzen 7-6800H, RTX 3050 4GB Graphics, Gaming Laptop (16GB/512GB SSD/Windows 11/Green/2.5 Kg)",Rs. 90970,""""
"Lenovo Thnkpad E14, i5,13th Gen,16GB RAM/512GB SSD/Win 11 Home,WUXGA IPS 300 Nits Thin and Light Laptop,Backlit Keyboard.",Rs. 68590,""""
"Dell Vostro 3420, Laptop,Intel Core i5-1235U/8GB/512GB SSD Windows 11 MSO21",Rs. 59990,""""
"Lenovo	 Thnkpad E14., i5,13th Gen,16GB RAM/512GB SSD/Win 11 Home,WUXGA IPS 300 Nits Thin and Light Laptop,Backlit Keyboard.",Rs. 68599,""""
"ASUS	 X1605ZAC-MB541WS, ASUS Vivobook 16, Core i5-12500H, (16GB RAM/512GB SSD",Rs. 53899,""""
"Lenovo	 Thnkpad E14 Gen5, i5,13th Gen,16GB RAM/512GB SSD/Win 11 Home,Backlit Keyboard.",Rs. 72500,""""
"HP HP Laptop., i5,13th Gen,6GB DDR4, 512GB SSD, Win11,Office 21, Silver,1.51kg, Touchscreen, 14-inch,FHD Laptop.",Rs. 69990,""""
"Lenovo	 IdeaPad Slim 5., IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 16,16GB-512GB SSD-Win 11.",Rs. 72490,""""
"HP	 14-dv0058TU., i7,11th Gen,16GB/1TB SSD 14 inches Laptop, FHD Micro-Edge Anti-Glare Display/Iris X Graphics/Backlit KB/B",Rs. 76500,""""
"ASUS	 S5504VA-MA943WS., Vivobook S 15 OLED, 2.8K (2880 x 1620) 16:9,Core i9-13900H Processor 2.6 GHz,Light Laptop (16GB RAM/512GB SSD/Windows 11-Office Home, Fingerprint.",Rs. 96490,""""
"HP HP Laptop, 12th Gen, i5,16GB DDR4,512GB SSD ,Win11, Office21,Flicker-free Gaming Laptop, Enhanced Cooling,fa1379TX/fa1412tx.",Rs. 64990,""""
"ASUS ROG Zephyrus Duo 16, Laptop, AMD Ryzen 9 7945HX, 8 GB RTX 4090, Gaming Laptop (32GB/2TB SSD/Windows 11/With Office",Rs. 429990,""""
"DELL latitude 3420, i3/12th/8tgb ram/512gb ssd/win11 pro/3 yr warrenty",Rs. 36000,""""
"Lenovo IdeaPad Gaming 3, Intel Core i5 11th Gen Gaming Laptop (16GB/512GB SDD/4GB NVIDIA RTX 3050/120Hz/Win11/Office 2021",Rs. 105890,""""
"Dell Inspiron 3520, Laptop,12th Gen Intel Core i5 Windows 11 MSO21, 8GB, 1TB HDD 256GB SSD",Rs. 54490,""""
"lenovo	 81WB01E9IN, 4 GB Soldered DDR4 2666MHz 1 TB 5400 HDD",Rs. 39390,""""
"Asus ROG Strix G15, AMD Ryzen 7 4GB RTX 3050 GPU, Gaming Laptop (16GB/1TB SSD/Win11/Office 21",Rs. 100590,""""
"Asus X543MA-GQ1015T, ASUS Asus X543MA-GQ1015T Laptop (15.6 Inch Celeron Dual Core 4 GB Windows 10 1 TB HDD)",Rs. 25990,""""
"DELL Inspiron 5430, Laptop, Intel Core i7-1360P Processor/ 16GB/ 1TB SSD Win 11 MSO21",Rs. 84990,""""
"Lenovo ThinkPad E14, Intel Core i5 12th Gen Laptop (16GB RAM/1TB SSD/Windows 11 Home/MS Office H",Rs. 73990,""""
"ASUS	 E1404FA-NK325WS, ASUS Vivobook Go 14, AMD Ryzen 3 7320U, 8GB RAM, 512GB SSD, FHD",Rs. 33990,""""
"HP	 HP Laptop., i7,13th Gen Intel Core,16GB DDR4, 512GB SSD,Microsoft365* Office2024, Win11, 15.6inch.",Rs. 70299,""""
"ASUS X1502ZA-EJ322WS, ASUS VivoBook 15 (2022), Intel Core i3-1215U, 12th Gen, 8GB RAM, 512GB",Rs. 32790,""""
"HP	 HP Laptop., 12th Gen Intel Core i7-12650H,NVIDIA RTX 3050, 16GB DDR4, 512GB SSD ,Win11, Office21 .",Rs. 69499,""""
"HP	 HP Laptop., 13th Gen Intel Core i5-13420H, 6 GB RTX 3050 (Upgradable 16GB DDR4, 512GB SSD , Win11.",Rs. 74499,""""
"Lenovo Yoga 7, Intel Core i7-1360P Laptop(16GB/512GB SSD/Win 11/Office 2021",Rs. 112990,""""
"Dell Vostro 3420, Dell 14 Laptop, 12th Gen Intel Core i3-1215U Processor/16GB/512GB SSD/Intel UHD Graphics",Rs. 36990,""""
"Asus TUF Gaming A15, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD Windows 11",Rs. 99590,""""
"Lenovo Lenovo Thinkpad E14 G2, i7-1165G7/16GB/ 512GB SSD/NVIDIA® GeForce MX450 2GB",Rs. 72490,""""
"DELL Vostro 3510, Laptop,Intel i5-1135G7/8GB/1TB 256GB SSD Windows 11 MSO21",Rs. 70590,Mashiva Tech.9990666322
"ASUS Vivobook 14X, Creator Series Vivobook 14X OLED 2023, Intel Core i5-12450H 12th Gen, 14.0-inch 90Hz, Creator/Gaming Laptop (16GB/512GB SSD/RTX 2050/Win11/FP/63WHr/Silver/1.40 kg),K3405ZFB-KM542WS",Rs. 59950,""""
"Lenovo IdeaPad Gaming 3, Intel Core i5 12th Gen Gaming Laptop (16GB/512GB SDD/4GB NVIDIA RTX 3050/120Hz/Win11/Office 2021",Rs. 74990,""""
"Lenovo V15, Intel Celeron N4500 Laptop (8GB RAM/256GB SSD/Windows 11 Home/Black/1Y Onsite/1.7 kg), 82QYA00MIN",Rs. 28390,""""
"ASUS Vivobook 16X, Creator Series Vivobook 16X 2023, Intel Core i5-13500H 13th Gen, 16.0-inch FHD 120Hz, Creator/Gaming Laptop (16GB/512GB SSD/NVIDIA Geforce RTX 3050 4GB/Win11),K3605VC-MB541WS",Rs. 71990,""""
"DELL Inspiron 3520, Laptop, 12th Gen Intel Core i5-1235U Processor, 8GB, 1TB HDD 256GB SSD Windows 11 MSO21",Rs. 61000,""""
"ASUS X1605ZAC-MB541WS, ASUS Vivobook 16, Core i5-12500H, (16GB RAM/512GB SSD",Rs. 53490,""""
"DELL latitude 3420, DELL LATITUDE 3420 8GB RAM/ 512 SSD",Rs. 53500,""""
"HP Fc0026Au, HP 15 AMD Ryzen 3 7320U (8GB Ram/512GB SSD/Fhd",Rs. 31450,""""
"Lenovo Yoga Slim 7 Carbon, Yoga Slim7 Carbon Intel Evo,i7,16GB-1TB SSD-Win 11",Rs. 115490,""""
"Dell XPS 9315, 2in1 Laptop, i5-1230U, 16GB LP DDR4, 512GB SSD, Win 11 MSO21",Rs. 129990,""""
"Lenovo Yoga Slim 7 Pro, Intel Evo Core i5-11320H Laptop(16GB/512GB SSD/Win11/Office 2021",Rs. 69990,""""
"HP 14s-dy5005TU, Laptop 14s, 12th Gen Intel Core i5-1235U, 14-inch (35.6 cm), FHD, 16GB DDR4, 512GB SSD Win 11",Rs. 59590,""""
"MSI  B12VGK-672IN, MSI Katana 17 Intel Core i7 12th Gen 12650H",Rs. 137990,""""
"DELL 3440 - LATITUTE, Dell me lattitude 3440 i3 12 gen / 8GB / 512 /  / 14 INCH / dos- 1YEAR",Rs. 27000,AVS Infomedia6397301845
"DELL 3440 LATITUTE, Dell me lattitude 3440 i5 13 gen / 8GB / 512 / BACKLIT KB / 14 INCH / dos- 3YEAR",Rs. 51400,""""
"HP HP Laptop., 12th Gen Intel Core i7-12650H,NVIDIA RTX 3050, 16GB DDR4, 512GB SSD,win 11 home.",Rs. 70399,Mashiva Tech.9990666322
"HP HP Laptop., 13th Gen Intel Core i5-13420H, 6 GB RTX 3050 (Upgradable 16GB DDR4, 512GB SSD, win 11.",Rs. 72500,""""
"HP fy5006tu, HP 15s,12th Gen 8GB DDR4, 512 GB SSD",Rs. 33999,""""
"Lenovo Lenovo V15, Lenovo V15 G4 8GB LPDDR5 Ram, 512 GB SSD PCIe",Rs. 24990,""""
"Lenovo	 Lenovo V14, Lenovo V14 G3 14 Core i5-1235U, 16GB DDR4 RAM, 512GB SSD",Rs. 37990,""""
"HP fq5329tu, HP 15s, Core i5-1235U, 8GB DDR4, 512GB SSD",Rs. 45022,""""
"Dell	 OIN353510021RINB1M, Dell Inspiron 15, 8 GB RAM, 512 GB SSD",Rs. 39490,""""
"ASUS X1605ZAC-MB541WS, ASUS Vivobook 16, Core i5-12500H, (16GB RAM/512GB SSD",Rs. 53899,""""
"Lenovo Thnkpad E14., i5,13th Gen,16GB RAM/512GB SSD/Win 11 Home,WUXGA IPS 300 Nits Thin and Light Laptop,Backlit Keyboard.",Rs. 68599,""""
"Lenovo Thnkpad E14., i5,13th Gen,16GB RAM/512GB SSD/Win 11 Home,WUXGA IPS 300 Nits Thin and Light Laptop,Backlit Keyboard.",Rs. 68599,""""
"Lenovo	 Thinkpad E16 G1., i5,13th Gen,16GB RAM/512GB SSD/Windows 11 Home,Thin and Light Laptop.",Rs. 66490,""""
"Lenovo ThinkPad P14s Gen4., i7 ,13th Gen,WUXGA IPS 300nits Thin and Light Workstation,16GB,1TB SSD,Windows 11 Pro.",Rs. 16990,""""
"Lenovo	 Thnkpad E14 Gen5, i5,13th Gen,16GB RAM/512GB SSD/Win 11 Home,Backlit Keyboard.",Rs. 72500,""""
"HP	 HP Laptop., i5,13th Gen,6GB DDR4, 512GB SSD, Win11,Office 21, Silver,1.51kg, Touchscreen, 14-inch,FHD Laptop.",Rs. 69990,""""
"Lenovo	 IdeaPad Slim 5., IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 16,16GB-512GB SSD-Win 11.",Rs. 72490,""""
"HP 14-dv0058TU., i7,11th Gen,16GB/1TB SSD 14 inches Laptop, FHD Micro-Edge Anti-Glare Display/Iris X Graphics/Backlit KB/B",Rs. 76500,""""
"ASUS S5504VA-MA943WS., Vivobook S 15 OLED, 2.8K (2880 x 1620) 16:9,Core i9-13900H Processor 2.6 GHz,Light Laptop (16GB RAM/512GB SSD/Windows 11-Office Home, Fingerprint.",Rs. 96490,""""
"Lenovo	 IdeaPad, Intel Core i5 12th Gen Gaming Laptop (16GB/512GB SDD/4GB NVIDIA RTX 3050/120Hz/Win11/Office 2021 .",Rs. 69999,""""
"Dell Vostro 3510., Laptop, Intel Core i5-1135G7/8GB/1TB 256GB SSD Windows 11 MSO21/",Rs. 52490,""""
"HP HP 255 G10, HP 255 G10 AMD Ryzen 5 Quad Core 7520U 2.8Ghz Upto 4.3Ghz - (8 GB/512 GB SSD) 255 G10 Thin and Light Laptop",Rs. 29961,""""
"Dell  Vostro, Dell 15 Thin",Rs. 54990,""""
"Apple  MPHG3HN/A, 14-inch MacBook Pro: Apple M2 Max chip with 12_core CPU and 30_core GPU, 1TB SSD - Space Grey",Rs. 309900,""""
"Lenovo ThinkPad E14, Intel Core i7 12th Gen Laptop (16GB RAM/1TB SSD/Windows 11 Home/MS Office",Rs. 9990,""""
"ASUS ROG Strix G17, AMD Ryzen 7-6800H, RTX 3050 4GB Graphics, Gaming Laptop (16GB/512GB SSD/Windows 11",Rs. 87990,""""
"Dell Vostro 15 3520, Dell Vostro 15 3520 Laptop Intel Core i3-1215U, 8 GB RAM, 512 GB SSD",Rs. 33890,""""
"ASUS Zenbook Pro 14, Pro 14	Intel Core i5-13500H 13th Gen, Laptop (16GB/1TB SSD/NVIDIA GeForce RTX 4050 /Win11",Rs. 207990,""""
"Lenovo IdeaPad 3 15IAU7, i7,12th Gen,16GB RAM/512GB SSD/FHD IPS/Windows 11, MS Office 2021/1Yr ADP Free/3months Game,Pass/Grey/1.63Kg), 82RK011GIN Thin",Rs. 58190,""""
"HP Victus Gaming Laptop, 12th Gen Intel Core i5-12450H, 4GB RTX 2050 GPU, 15.6-inch (39.6 cm), 50W TGP, FHD, IPS, 144Hz, 16GB DDR4, 1TB SSD, Backlit KB, B",Rs. 66690,""""
"ACER AL 15-52, I3/12TH GEN/8GB RAM/512 GB SSD/WIN-11 HOME",Rs. 44899,""""
"HP 15-fa1332tx., I7,13Th Gen,Windows 11 Home 6Gb RTX 4050 Gpu,15.6-Inch(39.6 Cm),Fhd,IPS,144Hz,16Gb Ddr4,1Tb Ssd,Backlit Kb,B",Rs. 88790,""""
"HP OMEN Gaming Laptop, AMD Ryzen 7 7840HS AI Powered, 6GB RTX 3050 GPU, 16.1-inch (40.9 cm), 95W TGP, FHD, IPS, 144Hz, 16GB DDR5, 1TB SSD, RGB Backlit KB, B",Rs. 81490,""""
"Dell Inspiron 5330, Laptop, Intel Evo Platform Powered by Intel Core i7-1360P Processor/16GB LP DDR5/1TB SSD Win 11 MSO21",Rs. 98990,""""
"Dell Inspiron 3530., 13th Generation Intel Core i7-1355U Processor, 16GB, 512GB,Windows 11 MSO'21, 15 Month McAfee, Silver ,",Rs. 65990,""""
"HP 14s-dq5138tu, HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14s-dq5138tu Thin and Light Laptop (14 inch, Natual Silver, 1.46 Kg, With MS Office) Light Laptop without Optical Disk Drive",Rs. 38490,""""
"LENOVO ThinkBook 15 G5, Laptop with AMD Ryzen 7 7730U/ 16 GB Ram/ 512 GB SSD",Rs. 57990,""""
